color,description,fuel,guarantee,history,make,mileage,model,owners,power,price_euro,seller,transmission,weight,year
,"Opel Corsa 1.4 16v 150 jarig jubileum uitvoering. Met airco, stoelverwarming maar ook stuur verwarming. Gebruiksvriendelijk in 5 deuren en afgeleverd met een nieuwe APK en aflever beurt. Wij zijn een RDW erkend bedrijf. Al onze geadverteerde auto's worden aangeboden tegen scherpe meeneemprijzen. Inruil van uw huidige auto is mogelijk tegen handelsprijs. Eventuele garantie en of afleveringsbeurt is in overleg mogelijk vraagt u naar de voorwaarden. Informeer voor u vertrekt of de occasion waarin u interesse heeft nog beschikbaar is. Dit om een teleurstelling te voorkomen.  Openingstijden Maandag t/m Vrijdag van 9:00 tot 17:00 Zaterdags van 10:00 tot 16:00. (S'avonds en Zondags op afspraak) Alle moeite is genomen om de informatie op deze internetsite zo accuraat en actueel mogelijk weer te geven. Fouten zijn echter nooit uit te sluiten. Vertrouw daarom niet alleen op deze informatie. Controleer bij aankoop de zaken die uw beslissing zouden kunnen beïnvloeden. Voor vragen of informatie kunt bellen met: Tot snel! powered by Matuna BV Gladsaxe 347327 JZ Apeldoorn 5 minuten van afslag Apeldoorn Zuid A1 Ondanks dat wij veel aandacht aan onze advertentie tekst besteden. Kunnen er geen rechten aan ontleent worden en zijn fouten voorbehouden. Modelreeks:  Modelcode:  Koppel:  Wielbasis:  Tankinhoud:  Acceleratie (0-100):  Topsnelheid:  Energielabel:  Technische staat:  Optische staat:  Staat interieur:  BTW/marge:  Motorrijtuigenbelasting:   per kwartaal Inbegrepen afleverpakket: Basispakket Dit afleverpakket bevat: Geldige APK, Van binnen en van buiten gereinigd, Vloeistoffen gecontroleerd Airconditioning:  Storingsmelding: ",Benzine,,,Opel,88280,Corsa,1,64,5950.0,Autobedrijf,Handgeschakeld,,09/2012
,"Bij Volkswagen draaien ze er niet omheen. Met dit exemplaar heb je een van de meest veelzijdige, complete auto's te pakken. Volkswagen-rijders weten het: een VW is gebouwd voor duurzaamheid en deze Polo ziet er dan ook uit als nieuw. De aandrijving van deze Volkswagen wordt verzorgd door een viercilinder motor en een automatische transmissie. U blijft ook in de scherpe bochten goed ondersteund door de fraaie sportstoelen. Houdt u van frisse lucht en van licht dan zit u helemaal goed met het elektrisch bediende panoramadak. Xenonverlichting zorgt voor een heldere witblauwe lichtkleur en een scherp lichtbeeld. In deze auto profiteert u onder andere ook van: 15 inch lichtmetalen velgen, adaptieve verlichting, extra getint glas, in delen neerklapbare achterbank, elektrisch bedienbare en verwarmde buitenspiegels en elektrisch bedienbare ramen achter.  Het comfort wordt verhoogd door de aanwezige electronic climate control. Deze Volkswagen is bovendien voorzien van cruise control. Dus comfortabel en zuinig rijden verzekerd! De uitrusting van deze auto is met lederen stuur, centrale deurvergrendeling met afstandsbediening, boordcomputer en lederen versnellingspook behoorlijk compleet.  De nieuwste veiligheidssystemen komen in deze Volkswagen Polo samen. Bandenspanning checken hoeft niet. Het bandenspanningscontrolesysteem houdt de druk in de gaten.  Een proefrit maken met deze Volkswagen Polo? Natuurlijk! Bel even voor een afspraak! Graag eerst even bellen om teleurstelling te voorkomen. Natuurlijk kunt u altijd vrijblijvend een bezoekje brengen aan onze showroom. De koffie staat voor u klaar. Bij ons: - koopt u een auto die door specialisten is nagekeken - koopt u een auto bij een RDW erkend bedrijf - onze auto's zijn selectief ingekocht - krijgt u altijd een reëel bod voor uw inruilauto - financiert u een auto met goede voorwaarden en lage tarieven - makkelijk te bereiken vanaf de snelweg - GEEN AFLEVERINGSKOSTEN! Garantie mogelijkheden; Op auto’s tot 10 jaar oud en tot 200.000km kunnen wij een garantie pakket aanbieden. Deze garantie verloopt via www.autogarantie.nl . Autogarantie is een landelijk garantiefonds waardoor er altijd meerdere adressen bij u in de buurt zijn voor eventuele reparaties. Informeer naar de mogelijkheden en prijzen, de prijzen variëren per type auto. INRUIL EN FINANCIERING MOGELIJK! Alle moeite is genomen om de informatie in deze advertentie zo accuraat en actueel mogelijk weer te geven. Er kunnen echter uitdrukkelijk geen rechten worden ontleend aan de verstrekte informatie in de advertentie. Openingstijden: Maandag t/m Vrijdag           09:30 uur t/m 17:00 uur Zaterdag                  09:30 uur t/m 15:30 uur Of volgens afspraak. Acceleratie (0-100):  Topsnelheid:  Wielbasis:  Laadvermogen:  GVW:  Max. trekgewicht:   (ongeremd 560 kg) Energielabel:  Aantal sleutels:  BTW/marge:  Motorrijtuigenbelasting:   per kwartaal",Benzine,,Ja,Volkswagen,157965,Polo,,77,9499.0,Autobedrijf,Automatisch,,01/2012
,"Zeer nette auto AKTIE PRIJS!!! U bent altijd van harte welkom bij ons bedrijf. doordat onze voorraad zeer snel wisselt en wij ruim de tijd voor u willen nemen, verzoeken wij u vriendelijk om altijd even van tevoren te bellen voordat u langs komt. Onze openingstijden: Maandag 08.30 - 18.30 Dinsdag 08.30 - 18.30 Woensdag 08.30 - 18.30 Donderdag 08.30 - 18.30 Vrijdag 08.30 - 18.30 Zaterdag 09.00 - 18.00 Financiering mogelijk!! Inruilen mogelijk!! ADRES- NIEUW-MATHENESSERSTRAAT 32A 3113 AH SCHIEDAM Laadvermogen:  GVW:  Max. trekgewicht:   (ongeremd 450 kg) Wielbasis:  Acceleratie (0-100):  Topsnelheid:  Onderhoudsboekjes:  BTW/marge:  Motorrijtuigenbelasting:   per kwartaal",Benzine,,Ja,SEAT,223329,Arosa,,44,595.0,Autobedrijf,Handgeschakeld,,06/1999
,"Bij aflevering 6/12/24 maanden garantie Meer informatie Technische informatie 205/55 R17 6,2 s 250 km/u Maten 442 x 180 x 144 cm 273 cm Gewichten 610 kg 1.965 kg 1.600 kg Milieu E Onderhoud, historie en staat Aanwezig (dealer onderhouden) schadevrij 2 (2 handzenders) Financiële informatie BTW niet verrekenbaar voor ondernemers (margeregeling) € 217 - € 240 Aanvullende opties en accessoires Comfort & Interieur Exterieur Veiligheid Overig",Benzine,,Ja,Mercedes-Benz,150772,A 250,,165,25999.0,Autobedrijf,Automatisch,,06/2019
,"Whatsapp: 06 21 96 49 85 Inruil van uw huidige voertuig is mogelijk. Bij ons kunt u ook pinnen. Wij zijn ook aangesloten bij CarGarantie hiermee bieden wij onze klanten graag de mogelijkheid om zorgeloos van hun auto te genieten. Deze garantie kunt u voor 6 of 12 maanden afsluiten. Aarzel niet om contact op te nemen en vraag naar de voorwaarden en prijzen. De advertentie op deze website is met de grootste zorg opgesteld. Toch kan het onverhoopt voorkomen dat een advertentie niet volledig is of een fout bevat. FMS is niet verantwoordelijk en/of aansprakelijk voor eventuele onjuistheden, onvolledigheden of omissies in de advertentie. Neem voor aanschaf van de auto de advertentie met de verkoper integraal door. Derhalve zijn alle advertenties onder voorbehoud van druk-, type- en spelfouten. Kom gerust langs voor een bezichtiging bij: Vermogen:   (245 PK) Vermogen elektromotor(en):   (116 PK) Plug-in hybride:  Bandenmaat voor:  Bandenmaat achter:  Acceleratie (0-100):  Topsnelheid:  Accu laden:  Afmetingen (LxBxH):  Wielbasis:  Laadvermogen:  GVW:  Max. trekgewicht:   (ongeremd 750 kg) Gemiddeld brandstofverbruik:   (1 op 76,9) Gemiddeld elektriciteitsverbruik:  Onderhoudsboekjes:  Aantal sleutels:  BTW/marge:  Motorrijtuigenbelasting:   per kwartaal BOVAG 40-Puntencheck:  Garantie: ",Stroom,,Ja,CUPRA,55015,Leon,,180,25890.0,Autobedrijf,Automatisch,,12/2022
,"Deze Ford EcoSport 1.0 EcoBoost Titanium combineert rijplezier met comfort en een stoere uitstraling. De krachtige en efficiënte EcoBoost-motor zorgt voor vlotte prestaties en een laag brandstofverbruik, waardoor deze compacte SUV zich perfect leent voor zowel stadsverkeer als langere ritten. Het interieur biedt een prettige rijervaring met comfortabele stoelen, een overzichtelijk dashboard en moderne technologieën die het rijden gemakkelijker maken. Dankzij de cruise control blijft elke rit ontspannen, terwijl de climate control altijd voor een aangename temperatuur zorgt. Parkeren is moeiteloos met de ingebouwde parkeersensoren, en het uitgebreide infotainmentsysteem met Bluetooth biedt alle connectiviteit die u nodig heeft. Deze EcoSport is goed onderhouden en volledig dealer onderhouden, wat betekent dat u zorgeloos kunt instappen. Met zijn hoge instap en praktische indeling biedt hij bovendien veel gebruiksgemak en ruimte. Een ideale auto voor wie zoekt naar betrouwbaarheid, luxe en rijcomfort in één pakket. Kom langs voor een proefrit en ervaar het zelf. Vakgarage Prins Auto is een BOVAG aangesloten autobedrijf. Onze klanten beoordelen ons gemiddeld met een 9.2 en 98% beveelt ons aan. Hier zijn wij erg trots op!  Wij adviseren u daarom bij aanschaf van een auto te kiezen voor een BOVAG afleverpakket. Met een van deze op maat gemaakte pakketten is uw mobiliteit gegarandeerd. Hoewel aan de informatie van deze website en de advertentie de grootst mogelijke zorg wordt besteed, kunnen wij niet aansprakelijk worden gesteld voor eventuele onjuiste informatie van welke aard dan ook.  Is voor u een optie of een accessoire belangrijk, dan adviseren wij u hier specifiek naar te vragen. Kom langs in onze showroom om de auto te bekijken, dan kunnen wij meteen al uw vragen beantwoorden. Modelreeks:  Modelcode:  Koppel:  Tankinhoud:  Acceleratie (0-100):  Topsnelheid:  Afmetingen (LxBxH):  Wielbasis:  Laadvermogen:  GVW:  Max. trekgewicht:   (ongeremd 675 kg) Energielabel:  Onderhoudsboekjes:  Aantal sleutels:  BTW/marge:  Motorrijtuigenbelasting:   per kwartaal Leaseprijs:   (financial lease); informeer naar de mogelijkheden en voorwaarden Optioneel afleverpakket (zonder meerprijs): Bovag garantie 12 maanden inclusief Dit afleverpakket bevat: BOVAG garantie (12 maanden); BOVAG 40-Puntencheck; BOVAG Afleverbeurt",Benzine,,Ja,Ford,144146,EcoSport,1,93,8295.0,Autobedrijf,Handgeschakeld,,03/2015
,"In zeer nette staat verkerende Volkswagen Polo 1.0TSI automaat uit 2024 met slechts 27.134 km op de teller. De auto verkeert in zeer goede staat en is altijd netjes onderhouden. Beide sleutels zijn aanwezig, inclusief een ingevuld onderhoudsboekje.  De auto is door ons ingevoerd, maar wordt aan u geleverd op Nederlands kenteken. Wij berekenen GÉÉN RIJKLAARMAAKKOSTEN: wij adverteren met scherpe meeneemprijzen. Uw aangekochte auto krijgt hiervoor:  - een algemene controle van de auto; - minimaal 8 maanden APK; - tenaamstelling kenteken; - vrijwaring (bij inruil van een auto); - één maand garantie (op de motor en versnellingsbak); - een professioneel gepoetste auto. Voor meer informatie kunt u het beste bellen naar 0492-778264. U bent altijd welkom voor een proefrit of een kopje koffie. RVL Auto's Bosscheweg 34 5741 SX Beek en Donk www.rvlautos.nl *Prijs betreft een zeer scherpe meeneemprijs. *Al onze auto`s zijn NAP (Nationale Autopas) goedgekeurd. *Inruil is indien gewenst mogelijk. *Aantrekkelijke financieringsmogelijkheden via Dealer Totaal Concept. *Eventueel APK bij aflevering. Disclaimer: alle moeite is genomen om de informatie van deze advertentie zo accuraat en actueel mogelijk weer te geven. Fouten zijn echter nooit uit te sluiten. Vertrouw daarom niet alleen op deze informatie, maar controleer bij aankoop de zaken die uw beslissing zouden kunnen beïnvloeden. Wielbasis:  Acceleratie (0-100):  Topsnelheid:  Interieurkleur:  Aantal sleutels:  Garantie:  Motorrijtuigenbelasting:   per kwartaal Beschikbare afleverpakketten:    Dit afleverpakket bevat: Huisgarantie   Dit afleverpakket bevat (in plaats van afleverpakket ""RVL Basis""): Car garantie   Dit afleverpakket bevat (in plaats van afleverpakket ""RVL Basis""): Car garantie   Dit afleverpakket bevat (in plaats van afleverpakket ""RVL Basis""): Car garantie",Benzine,,,Volkswagen,27154,Polo,,70,22950.0,Autobedrijf,Automatisch,,07/2024
,"HVM Nederland is een jong en transparant autobedrijf gevestigd op de Veluwe. Omdat wij dagelijks opzoek zijn naar betaalbare occasions, zijn wij niet altijd aanwezig, het is daarom verstandig om even te bellen voordat u bij ons langskomt.  Elke occasion die bij ons verkocht wordt is van te voren technisch en optisch geïnspecteerd, en op vakkundige wijze klaargemaakt. Wij beschikken over een werkplaats en een poetsruimte, maar doen geen werk voor particuliere klanten. Zo kunnen wij onze volledige aandacht richten op het klaarmaken van onze eigen voorraad. Ten slotte heeft het kunnen aanbieden van betaalbare top-occasions voor ons de hoogste prioriteit.  Wij zijn dagelijks bereikbaar van 9.00u tot 21.00u op 0683250853. Acceleratie (0-100):  Topsnelheid:  Wielbasis:  Laadvermogen:  GVW:  Max. trekgewicht:   (ongeremd 695 kg) Interieurkleur:  Energielabel:  BTW/marge:  Motorrijtuigenbelasting:   per kwartaal",Benzine,,,Chevrolet,197284,Cruze,,91,3750.0,Autobedrijf,Handgeschakeld,,08/2011
,"Deze Mini Mini komt uit 2011, werd geleverd van 01-03-2010 tot 31-03-2012 en kostte toen € 20.194,-. Deze originele Nederlandse personenauto staat sinds 2011 op kenteken, is voorzien van een benzine-motor, heeft een maximum vermogen van 72 kW (98 PK) en een cilinderinhoud van 1598 cc. De personenauto heeft een topsnelheid van 186 km per uur en bereikt vanuit stilstand de 100 km/u in 10,5 seconden. Het verbruik van deze personenauto is gemiddeld 5,1 liter per 100 km en hij weegt 1045 kg. De APK is geldig tot 29-07-2025 en de wegenbelasting bedraagt gemiddeld € 117,83 per kwartaal. GEEN bijkomende Aflever of Rijklaar maak kosten Topper Auto is een universeel autobedrijf. Onze bouwjaren, tellerstanden en prijzen zijn exact vermeld en inruil van uw huidige auto is bij ons altijd mogelijk. Elke occasion word afgeleverd met NAP certificaat en een geldige Apk. Ook is het financieren en verzekeren van uw nieuwe aankoop via ons mogelijk. Al onze occasions zijn uitsluitend op afspraak te bezichtigen, daarom verzoeken wij u vriendelijk van te voren te bellen voor een afspraak. Inruil Mogelijk! Modelreeks:  Modelcode:  Typenummer:  Koppel:  Tankinhoud:  Acceleratie (0-100):  Topsnelheid:  Laadvermogen:  GVW:  Lengte:  Wielbasis:  Interieurkleur:  Energielabel:  BTW/marge:  Motorrijtuigenbelasting:   per kwartaal Inbegrepen afleverpakket: ",Benzine,,,MINI,244482,One,,72,3950.0,Autobedrijf,Handgeschakeld,,07/2011
,"Welkom bij Autohuis Midden Nederland,  Ooit gedacht dat ruimte en comfort samen zouden komen in één auto? Maak kennis met deze prachtig onderhouden Volkswagen Tiguan 2.0 TSI uit 2008. In deze auto vindt u een 2.0 benzinemotor en een handgeschakelde zesversnellingsbak. Onderweg zorgen comfortstoelen voor een ontspannen rit. Tot de uitrusting van deze Volkswagen Tiguan behoren ook een cruise ctr,panoramadak, elektrisch verstelbare buitenspiegels en ramen. Het comfort wordt verhoogd door de aanwezige automatische airconditioning. Hoeveel ruimte u nog heeft bij het insteken? De parkeersensoren laten het weten! Da's gemakkelijk! Nooit meer last van een slapende rechtervoet dankzij de uitgekiende cruise control! De uitrusting van deze auto is met isofix-aansluiting, centrale deurvergrendeling met afstandsbediening, boordcomputer en verstelbaar stuur behoorlijk compleet. Natuurlijk bent u van harte welkom om deze Volkswagen Tiguan 2.0TSI in ons bedrijf te komen bekijken. Laat u ons weten wanneer u wilt komen? Een proefrit levert het overtuigende bewijs. Bel nu of neem contact met ons op via de mail. Typfouten onder voorbehoud een foutje is immers menselijk. Al onze auto's vanaf €3000,- worden standaard met nieuwe APK afgeleverd. 3,6 of 12 maanden garantie behoort ook tot de mogelijkheden u kunt ons altijd vragen naar de voorwaarde! Ook is het bij ons mogelijk in te ruilen zowel Auto, Boot, Camper, Caravan en motor. Ook is er de mogelijkheid voor een bovag apk keuring. Wij zijn 6 dagen per week geopend van maandag tot en met vrijdag van 09:30 tot 17:00 en op zaterdag van 09:30 tot 15:00. 's Avonds op telefonische afspraak na sluitingstijd is bespreekbaar. We hebben altijd tussen de 30/75 occasions op voorraad dus kom gerust langs in onze verwarmde showroom voor een bezichtiging onder genot van een heerlijke kop koffie. +31617780078 Info@autohuismiddennederland.nl Modelreeks:  Koppel:  Wielbasis:  Tankinhoud:  Acceleratie (0-100):  Topsnelheid:  Energielabel:  Aantal sleutels:  BTW/marge:  Motorrijtuigenbelasting:   per kwartaal",Benzine,,Ja,Volkswagen,119777,Tiguan,,147,8450.0,Autobedrijf,Handgeschakeld,,04/2008
,"Interesse of Vragen? Neem Dan Contact Op met Ons Verkoopteam! Heeft u interesse in deze mooie occasion of nog vragen? Ons verkoopteam staat voor u klaar om u verder te helpen! Neem vrijblijvend contact op voor een proefrit! Kom langs en ervaar zelf de kwaliteit en het rijcomfort van deze auto. Waarom Kiezen voor Ons? Technisch en optisch gecontroleerd: Al onze occasions zijn zorgvuldig nagekeken, zodat u met een gerust hart de weg op kunt. Contact:  Tel: 024-2036400 Wij staan klaar om u te helpen met het vinden van uw ideale voertuig! Wij verwelkomen u graag bij  Berg Automotive ! Bandenmaat:  Acceleratie (0-100):  Topsnelheid:  Afmetingen (LxBxH):  Wielbasis:  Laadvermogen:  GVW:  Max. trekgewicht:   (ongeremd 750 kg) Energielabel:  Schade:  Aantal sleutels:  BTW/marge:  Motorrijtuigenbelasting:   per kwartaal",Diesel,,Ja,Volvo,335770,V70,,133,6995.0,Autobedrijf,Handgeschakeld,,08/2014
